CustomerKey,Full Name,MaritalStatus,Gender,YearlyIncome,TotalChildren,TotalChildren,KidsAtHome,EnglishOccupation,DateFirstPurchase,BirthDate,EducationLevel,DateFirstPurchase,Customer City
11219,Charles Cook,M,Male,60000,2,2,1,Professional,29/10/2023,31/05/1956,High School,29/10/2023,Woodburn
11220,Erica Huang,M,Female,60000,2,2,1,Professional,14/03/2023,19/02/1961,Partial College,14/03/2023,Colma
11221,Nathan Perry,M,Male,70000,4,4,1,Professional,07/04/2023,08/12/1955,Partial College,07/04/2023,Lakewood
11222,Alexandra Rivera,M,Female,80000,3,3,1,Management,01/11/2023,14/02/1956,Bachelors,01/11/2023,Santa Monica
11223,Hailey Patterson,S,Female,70000,2,2,1,Professional,29/01/2023,15/03/1957,High School,29/01/2023,Langley
11224,Tiffany Li,S,Female,70000,2,2,1,Professional,07/08/2021,05/03/1957,High School,07/08/2021,Burien
11225,Madison Lee,M,Female,60000,2,2,1,Professional,22/06/2023,12/02/1962,Partial College,22/06/2023,Renton
11226,Sydney Ross,M,Female,60000,2,2,1,Professional,21/02/2023,23/09/1962,Partial College,21/02/2023,W. Linn
11227,Marshall Chavez,S,Male,60000,2,2,1,Professional,03/08/2021,08/08/1962,Partial College,03/08/2021,Colma
11228,Ashley Jones,M,Female,60000,2,2,1,Professional,25/10/2023,16/10/1956,Partial College,25/10/2023,El Cajon
11229,Adrian Stewart,S,Male,70000,4,4,1,Professional,27/07/2023,01/06/1957,Partial College,27/07/2023,Redwood City
11230,Amber Turner,M,Female,70000,4,4,1,Professional,16/07/2023,30/09/1956,Partial College,16/07/2023,Santa Monica
11231,Dennis Zhang,M,Male,60000,2,2,1,Professional,10/02/2023,11/11/1963,High School,10/02/2023,Bremerton
11232,Hailey Bryant,M,Female,60000,3,3,1,Professional,20/09/2023,27/03/1958,High School,20/09/2023,Everett
11233,Todd Li,M,Male,70000,4,4,1,Professional,08/02/2023,06/09/1963,Partial College,08/02/2023,Berkeley
11234,Anna Griffin,S,Female,70000,4,4,1,Professional,08/02/2023,19/05/1958,Partial College,08/02/2023,Long Beach
11235,Angel Stewart,M,Male,70000,4,4,1,Professional,04/07/2023,07/08/1957,Partial College,04/07/2023,Ballard
11236,Jeremy Butler,S,Male,70000,5,5,1,Professional,03/10/2023,02/09/1957,Partial College,03/10/2023,Bellingham
11237,Clarence Anand,S,Male,130000,2,2,1,Management,05/09/2021,22/03/1964,Bachelors,05/09/2021,Solingen
11238,Mayra Prasad,S,Female,130000,2,2,1,Management,06/01/2021,07/02/1964,Bachelors,06/01/2021,Birmingham
11239,Latoya Goel,M,Female,130000,2,2,1,Professional,19/01/2021,02/10/1969,Partial College,19/01/2021,London
11240,Anne Hernandez,M,Female,160000,2,2,1,Professional,27/02/2021,09/06/1964,Partial College,27/02/2021,Watford
11241,Lisa Cai,S,Female,100000,2,2,1,Professional,10/09/2022,06/04/1974,Partial College,10/09/2022,Les Ulis
11242,Larry Munoz,M,Male,110000,2,2,1,Professional,19/09/2022,11/05/1963,Partial College,19/09/2022,Versailles
11243,Robin Alvarez,M,Female,150000,2,2,1,Professional,21/02/2021,08/04/1963,Partial College,21/02/2021,Esher-Molesey
11244,Alexis Coleman,S,Female,170000,2,2,1,Management,12/02/2021,22/11/1968,Bachelors,12/02/2021,Runcorn
11245,Ricky Vazquez,M,Male,120000,3,3,1,Professional,26/09/2021,26/04/1962,High School,26/09/2021,Hamburg
11246,Latasha Rubio,M,Female,120000,3,3,1,Professional,03/10/2021,08/04/1962,High School,03/10/2021,Hamburg
11247,Claudia Zhou,S,Female,130000,3,3,1,Professional,18/02/2021,04/12/1961,Partial College,18/02/2021,Lancaster
11248,Tristan Alexander,M,Male,110000,3,3,1,Professional,14/07/2023,22/03/1966,Partial College,14/07/2023,Saint-Denis
11249,Cindy Patel,M,Female,130000,3,3,1,Professional,09/10/2021,09/07/1966,Partial College,09/10/2021,Sulzbach Taunus
11250,Shannon Liu,M,Female,170000,3,3,1,Professional,17/03/2021,08/03/1966,High School,17/03/2021,Woolston
11251,Xavier Long,S,Male,30000,4,4,0,Professional,18/10/2023,01/01/1938,High School,18/10/2023,Haney
11252,Nicholas Thompson,S,Male,90000,3,3,0,Management,14/08/2021,05/12/1937,Graduate Degree,14/08/2021,Lemon Grove
11253,José Hernandez,M,Male,60000,2,2,0,Management,01/03/2023,24/08/1949,Graduate Degree,01/03/2023,Victoria
11254,Johnathan Vance,M,Male,70000,4,4,0,Management,23/11/2023,31/08/1938,Graduate Degree,23/11/2023,Burien
11255,Colin Lin,M,Male,70000,4,4,0,Management,23/02/2023,02/10/1938,Graduate Degree,23/02/2023,Burien
11256,Katelyn Hernandez,M,Female,70000,4,4,0,Management,15/04/2023,20/03/1939,Graduate Degree,15/04/2023,Lynnwood
11257,Jacqueline Powell,S,Female,120000,1,1,1,Management,24/08/2021,06/07/1938,Graduate Degree,24/08/2021,Newport Beach
11258,Xavier Hill,M,Male,120000,1,1,1,Management,21/05/2023,26/12/1938,Graduate Degree,21/05/2023,Palo Alto
11259,Victoria Stewart,M,Female,100000,4,4,1,Professional,04/09/2021,24/09/1970,Partial College,04/09/2021,Salem
11260,Katelyn Kelly,M,Female,110000,2,2,1,Management,05/02/2023,08/04/1976,Bachelors,05/02/2023,Burlingame
11261,Stephanie Collins,M,Female,130000,1,1,1,Management,27/09/2021,22/10/1970,Graduate Degree,27/09/2021,San Diego
11262,Jennifer Simmons,M,Female,80000,4,4,1,Management,27/02/2023,01/05/1975,Bachelors,27/02/2023,Port Hammond
11263,Trinity Richardson,M,Female,90000,5,5,1,Professional,29/08/2021,11/03/1970,Partial College,29/08/2021,Burien
11264,Eduardo Martin,S,Male,90000,5,5,1,Professional,02/01/2023,15/12/1969,Partial College,02/01/2023,Issaquah
11265,Elizabeth Jones,M,Female,90000,5,5,1,Professional,03/01/2023,10/01/1970,Partial College,03/01/2023,Kirkland
11266,Taylor Howard,S,Female,90000,0,0,0,Professional,10/09/2021,02/11/1969,Partial College,10/09/2021,Port Orchard
11267,David Diaz,S,Male,120000,4,4,1,Professional,17/09/2021,29/09/1975,Partial College,17/09/2021,Burlingame
11268,Katelyn Carter,M,Female,130000,2,2,1,Management,29/05/2023,31/10/1969,Graduate Degree,29/05/2023,Coronado
11269,Ryan Foster,M,Male,130000,2,2,1,Management,22/08/2023,10/10/1975,Graduate Degree,22/08/2023,Daly City
11270,Robert Lee,M,Male,130000,2,2,1,Management,10/09/2021,01/05/1975,Graduate Degree,10/09/2021,Lakewood
11271,Danielle Reed,S,Female,150000,2,2,0,Management,27/09/2021,03/12/1969,Bachelors,27/09/2021,San Francisco
11272,Lauren Martinez,S,Female,70000,4,4,1,Professional,19/09/2021,10/05/1962,Partial College,19/09/2021,Beverly Hills
11273,Nathan Lal,M,Male,90000,2,2,1,Professional,14/05/2023,31/03/1962,Partial College,14/05/2023,La Jolla
11274,Kyle Foster,M,Male,50000,2,2,0,Management,29/08/2021,10/10/1939,Graduate Degree,29/08/2021,Bellingham
11275,Jenny Rai,M,Female,80000,4,4,0,Management,30/08/2021,18/07/1939,Graduate Degree,30/08/2021,Colma
11276,Nancy Chapman,M,Female,80000,4,4,1,Professional,29/01/2023,15/09/1974,Partial College,29/01/2023,Cliffside
11277,Charles Jackson,M,Male,80000,4,4,1,Professional,02/02/2023,07/12/1968,Partial College,02/02/2023,Royal Oak
11278,Jonathan Phillips,S,Male,90000,0,0,0,Professional,16/09/2021,16/02/1969,Partial College,16/09/2021,Edmonds
11279,Amanda Cook,M,Female,90000,0,0,0,Professional,03/03/2023,08/09/1974,Partial College,03/03/2023,Everett
11280,Robert Collins,M,Male,90000,0,0,0,Professional,01/07/2023,17/02/1969,Partial College,01/07/2023,Lynnwood
11281,Megan Barnes,S,Female,110000,4,4,1,Management,13/09/2021,06/10/1974,Bachelors,13/09/2021,Burbank
11282,Christian Thomas,M,Male,90000,5,5,1,Professional,31/08/2021,16/07/1967,Partial College,31/08/2021,Burien
11283,Arturo Lal,M,Male,110000,1,1,1,Management,29/05/2023,24/04/1968,Bachelors,29/05/2023,Berkeley
11284,Theresa Serrano,M,Female,110000,1,1,1,Management,06/02/2023,24/09/1967,Bachelors,06/02/2023,Chula Vista
11285,Jeremy Anderson,M,Male,120000,1,1,1,Professional,27/07/2023,15/03/1973,Partial College,27/07/2023,Fremont
11286,Hunter Griffin,M,Male,170000,0,0,0,Management,21/09/2021,31/08/1967,Graduate Degree,21/09/2021,Torrance
11287,Henry Garcia,M,Male,70000,5,5,1,Professional,29/01/2023,16/07/1966,Partial College,29/01/2023,Cliffside
11288,Cindy Sanchez,M,Female,110000,1,1,1,Management,05/03/2023,12/03/1978,Bachelors,05/03/2023,Burbank
11289,Maria Carter,M,Female,130000,1,1,1,Management,08/09/2021,03/03/1972,Bachelors,08/09/2021,Downey
11290,Katelyn Sanchez,M,Female,130000,1,1,1,Management,20/09/2021,14/08/1972,Bachelors,20/09/2021,Lakewood
11291,Jenna Wright,M,Female,130000,1,1,1,Management,04/09/2021,01/05/1972,Bachelors,04/09/2021,Lemon Grove
11292,Seth Phillips,S,Male,150000,1,1,1,Professional,15/09/2021,05/05/1967,Partial College,15/09/2021,San Gabriel
11293,Luke Long,S,Male,60000,2,2,0,Professional,24/02/2023,23/11/1960,High School,24/02/2023,Port Orchard
11294,Dalton Clark,M,Male,60000,2,2,0,Professional,25/09/2023,02/03/1961,High School,25/09/2023,Issaquah
11295,Taylor Lewis,S,Female,80000,2,2,0,Skilled Manual,25/09/2021,13/11/1959,Partial High School,25/09/2021,Concord
11296,Haley Richardson,S,Female,50000,2,2,0,Management,01/09/2021,05/04/1941,Graduate Degree,01/09/2021,Everett
11297,Noah Coleman,S,Male,70000,4,4,0,Management,26/09/2021,01/08/1940,Graduate Degree,26/09/2021,Burbank
11298,Jon Luo,M,Male,70000,4,4,0,Management,12/09/2021,30/08/1940,Graduate Degree,12/09/2021,Chula Vista
11299,Orlando Vazquez,M,Male,70000,4,4,0,Management,26/09/2021,29/09/1941,Graduate Degree,26/09/2021,Burbank
11300,Fernando Barnes,M,Male,80000,5,5,1,Professional,31/01/2023,31/08/1965,Partial College,31/01/2023,N. Vancouver
11301,Cameron Rodriguez,M,Male,80000,5,5,1,Professional,09/06/2023,07/12/1965,Partial College,09/06/2023,Ballard
11302,Spencer Russell,S,Male,90000,4,4,1,Professional,06/09/2021,09/12/1971,High School,06/09/2021,Corvallis
11303,Julia Coleman,S,Female,90000,4,4,1,Professional,02/09/2021,10/04/1966,High School,02/09/2021,Edmonds
11304,Julia Garcia,M,Female,100000,0,0,1,Professional,20/03/2023,14/03/1971,Partial College,20/03/2023,Portland
11305,Sean Evans,M,Male,110000,3,3,1,Professional,25/03/2023,17/12/1965,Partial College,25/03/2023,Chula Vista
11306,Micah Zhou,M,Male,110000,3,3,1,Professional,30/06/2023,20/12/1965,Partial College,30/06/2023,Coronado
11307,Hunter Rodriguez,M,Male,80000,2,2,0,Skilled Manual,04/09/2021,31/10/1965,Partial High School,04/09/2021,Daly City
11308,Ian Gonzales,M,Male,60000,2,2,0,Professional,07/09/2023,02/09/1959,High School,07/09/2023,Oregon City
11309,Victoria Lewis,S,Female,60000,2,2,0,Professional,09/07/2023,10/12/1959,High School,09/07/2023,Beaverton
11310,Erin Sanders,S,Female,70000,3,3,0,Management,12/08/2023,05/07/1964,Graduate Degree,12/08/2023,San Francisco
11311,Gabrielle Lopez,S,Female,70000,3,3,0,Management,18/04/2023,21/02/1959,Graduate Degree,18/04/2023,Lynnwood
11312,Sara Richardson,S,Female,70000,3,3,0,Management,17/05/2023,01/10/1958,Graduate Degree,17/05/2023,Lynnwood
11313,Trevor Jenkins,S,Male,70000,3,3,0,Management,07/05/2023,27/08/1958,Graduate Degree,07/05/2023,Port Orchard
11314,Mya Flores,S,Female,70000,3,3,0,Management,25/02/2023,16/06/1970,Graduate Degree,25/02/2023,Issaquah
11315,Hailey Ward,S,Female,70000,3,3,0,Management,20/05/2023,31/03/1959,Graduate Degree,20/05/2023,Port Orchard
11316,Luke Allen,M,Male,60000,3,3,0,Management,12/01/2023,17/05/1959,Graduate Degree,12/01/2023,Langford
11317,Victoria Russell,S,Female,40000,3,3,0,Professional,01/09/2021,14/09/1963,Partial College,01/09/2021,Salem
11318,Jessica Wilson,S,Female,40000,3,3,0,Professional,17/10/2023,25/04/1958,Partial College,17/10/2023,Edmonds
11319,Jade Bailey,M,Female,70000,4,4,0,Management,09/09/2021,23/04/1948,Graduate Degree,09/09/2021,Oakland
11320,Morgan Hill,M,Female,80000,4,4,0,Management,15/06/2023,24/12/1942,Graduate Degree,15/06/2023,Glendale
11321,Terrance Raman,M,Male,90000,5,5,0,Management,23/02/2023,05/01/1944,Bachelors,23/02/2023,Burien
11322,Sydney Garcia,M,Female,90000,5,5,0,Management,24/03/2023,12/09/1943,Bachelors,24/03/2023,Bremerton
11323,Jose Patterson,S,Male,120000,2,2,1,Management,10/09/2021,18/12/1943,Graduate Degree,10/09/2021,Daly City
11324,Zachary Anderson,M,Male,90000,5,5,0,Management,26/09/2021,10/11/1944,Bachelors,26/09/2021,Glendale
11325,Elijah Ross,S,Male,90000,5,5,0,Management,19/09/2021,29/12/1944,Bachelors,19/09/2021,Seattle
11326,Rafael Xie,M,Male,130000,2,2,1,Management,15/09/2021,23/12/1944,Bachelors,15/09/2021,Beverly Hills
11327,Jaime Moreno,M,Male,90000,5,5,0,Management,26/09/2021,01/09/1945,Bachelors,26/09/2021,Burbank
11328,Julian Griffin,M,Male,90000,5,5,0,Management,05/01/2023,30/06/1945,Bachelors,05/01/2023,Newton
11329,Andy Alvarez,S,Male,90000,5,5,0,Management,25/09/2021,22/01/1946,Bachelors,25/09/2021,Concord
11330,Ryan Thompson,M,Male,110000,2,2,1,Management,12/02/2023,10/11/1945,Graduate Degree,12/02/2023,Oak Bay
11331,Samantha Jenkins,M,Female,90000,4,4,1,Skilled Manual,07/02/2023,03/01/1974,Partial College,07/02/2023,Shawnee
11332,Deanna Ramos,S,Female,10000,1,1,0,Manual,15/10/2021,02/04/1968,Graduate Degree,15/10/2021,Berlin
11333,Emily Miller,M,Female,20000,1,1,0,Clerical,21/03/2021,07/01/1968,Graduate Degree,21/03/2021,Newcastle upon Tyne
11334,Nicole Brown,M,Female,10000,1,1,0,Manual,04/03/2021,19/09/1966,Bachelors,04/03/2021,Stoke-on-Trent
11335,Carla Raman,M,Female,10000,1,1,0,Manual,23/10/2021,18/12/1977,Bachelors,23/10/2021,Hof
11336,Shaun Raji,M,Male,20000,1,1,0,Clerical,27/09/2022,08/03/1973,Graduate Degree,27/09/2022,Paris
11337,Jerome Romero,M,Male,10000,1,1,0,Manual,09/03/2021,21/03/1967,Bachelors,09/03/2021,Watford
11338,Frank Navarro,M,Male,20000,1,1,0,Clerical,11/10/2021,06/08/1972,Graduate Degree,11/10/2021,Bonn
11339,Dennis She,S,Male,20000,1,1,0,Clerical,07/10/2022,05/01/1967,Graduate Degree,07/10/2022,Paris
11340,Melody Munoz,M,Female,10000,1,1,0,Clerical,27/10/2022,03/04/1947,Graduate Degree,27/10/2022,Paris
11341,Randy Zeng,M,Male,20000,1,1,0,Clerical,11/04/2021,18/02/1942,Graduate Degree,11/04/2021,Cheltenham
11342,Marshall Wang,M,Male,30000,5,5,0,Clerical,12/07/2023,07/03/1973,Graduate Degree,12/07/2023,Boulogne-sur-Mer
11343,Arthur Carlson,M,Male,10000,1,1,0,Manual,04/04/2021,09/03/1975,Bachelors,04/04/2021,Oxon
11344,Jessie Jimenez,M,Female,10000,1,1,0,Manual,13/05/2021,21/01/1963,Partial College,13/05/2021,Oxford
11345,Robin Ramos,S,Female,10000,1,1,0,Manual,22/10/2022,09/09/1962,Partial College,22/10/2022,Tremblay-en-France
11346,Deanna Gutierrez,S,Female,10000,2,2,0,Manual,01/10/2022,18/05/1966,Partial College,01/10/2022,Paris
11347,Roy Navarro,M,Male,10000,2,2,0,Manual,16/03/2023,17/06/1972,Partial College,16/03/2023,Braunschweig
11348,Shawn Rai,M,Male,10000,2,2,0,Manual,31/03/2023,21/03/1961,Partial College,31/03/2023,Paderborn
11349,Mindy Luo,M,Female,10000,2,2,0,Manual,13/01/2024,30/08/1965,Partial College,13/01/2024,München
11350,Cara Zhou,M,Female,30000,1,1,0,Clerical,05/02/2023,14/07/1942,Graduate Degree,05/02/2023,Peterborough
11351,Anne Ramos,S,Female,20000,1,1,0,Clerical,12/06/2021,02/04/1950,Bachelors,12/06/2021,London
11352,Raymond Rodriguez,M,Male,10000,2,2,0,Manual,01/05/2023,04/09/1945,Partial College,01/05/2023,Pantin
11353,Carrie Ortega,S,Female,30000,1,1,0,Clerical,12/06/2021,09/12/1946,Bachelors,12/06/2021,Warrington
11354,Deanna Suarez,M,Female,20000,1,1,0,Manual,03/12/2023,23/08/1947,Partial College,03/12/2023,Grevenbroich
11355,Roberto Gutierrez,M,Male,40000,1,1,0,Clerical,26/09/2023,26/06/1948,Graduate Degree,26/09/2023,Wokingham
11356,Terrence Carson,S,Male,10000,0,0,0,Manual,10/05/2021,24/11/1985,Partial College,10/05/2021,Lavender Bay
11357,Ramon Ye,S,Male,10000,0,0,0,Manual,18/06/2021,19/09/1984,Partial College,18/06/2021,Caloundra
11358,Cynthia Malhotra,S,Female,10000,0,0,0,Manual,28/06/2021,10/05/1984,Partial College,28/06/2021,Coffs Harbour
11359,Jarrod Prasad,S,Male,10000,0,0,0,Manual,13/06/2021,03/03/1984,Partial College,13/06/2021,Malabar
11360,Tyrone Serrano,S,Male,10000,0,0,0,Manual,27/06/2021,30/01/1984,Partial College,27/06/2021,Rockhampton
11361,Cindy Ramos,M,Female,10000,0,0,0,Manual,01/10/2023,26/10/1982,High School,01/10/2023,Newcastle
11362,Damien Shan,M,Male,10000,0,0,0,Manual,29/03/2023,11/05/1983,High School,29/03/2023,Cranbourne
11363,Julian Ross,S,Male,10000,0,0,0,Manual,08/06/2021,19/04/1983,High School,08/06/2021,Melbourne
11364,Jennifer Collins,S,Female,10000,1,1,1,Manual,07/06/2021,22/03/1985,High School,07/06/2021,Geelong
11365,Brittney Sun,S,Female,10000,1,1,1,Manual,31/05/2021,06/12/1984,High School,31/05/2021,Findon
11366,Virginia Patel,M,Female,20000,0,0,0,Clerical,24/06/2023,23/04/1985,Bachelors,24/06/2023,Seaford
11367,Calvin Nara,M,Male,20000,0,0,0,Clerical,07/07/2023,21/08/1984,Bachelors,07/07/2023,North Sydney
11368,Edward Miller,S,Male,10000,1,1,1,Manual,24/06/2021,24/05/1984,High School,24/06/2021,Rockhampton
11369,Ashlee Tang,M,Female,20000,0,0,0,Clerical,05/07/2023,01/02/1984,Bachelors,05/07/2023,Findon
11370,Alicia Xu,M,Female,20000,0,0,0,Clerical,13/07/2023,29/09/1983,Bachelors,13/07/2023,South Melbourne
11371,Lacey Jai,M,Female,20000,0,0,0,Clerical,07/11/2023,24/11/1983,Bachelors,07/11/2023,Rockhampton
11372,Wendy Romero,S,Female,20000,0,0,0,Clerical,07/06/2021,12/11/1983,Bachelors,07/06/2021,Brisbane
11373,Carly Luo,M,Female,30000,1,1,0,Clerical,27/08/2023,16/09/1954,Bachelors,27/08/2023,Salzgitter
11374,Jimmy Ortega,S,Male,30000,1,1,0,Clerical,15/04/2023,25/12/1948,Bachelors,15/04/2023,Werne
11375,Francisco Martinez,M,Male,30000,1,1,0,Clerical,17/10/2023,05/11/1948,Bachelors,17/10/2023,High Wycombe
11376,Lance Vazquez,S,Male,40000,1,1,0,Clerical,15/10/2023,07/12/1948,Graduate Degree,15/10/2023,Liverpool
11377,David Robinett,M,Male,30000,4,4,0,Clerical,28/02/2023,23/08/1966,Graduate Degree,28/02/2023,Solingen
11378,Shannon Liang,S,Female,10000,1,1,1,Manual,17/10/2022,19/11/1965,High School,17/10/2022,Metz
11379,Gary Vazquez,M,Male,10000,1,1,1,Manual,02/10/2022,13/05/1976,High School,02/10/2022,Boulogne-Billancourt
11380,Mitchell Kumar,S,Male,20000,2,2,0,Manual,11/10/2021,29/08/1964,Partial College,11/10/2021,Saarlouis
11381,Meredith Raman,M,Female,20000,2,2,0,Manual,12/06/2021,18/08/1970,Partial College,12/06/2021,London
11382,Edward Patterson,M,Male,20000,2,2,0,Manual,03/11/2022,15/07/1974,Partial College,03/11/2022,Roubaix
11383,Marie Gill,M,Female,30000,3,3,0,Clerical,01/01/2024,25/02/1966,Graduate Degree,01/01/2024,Roissy en Brie
11384,Tiffany Wang,M,Female,30000,3,3,0,Clerical,02/08/2023,13/10/1971,Bachelors,02/08/2023,Les Ulis
11385,Miguel Allen,S,Male,30000,3,3,0,Clerical,06/07/2023,08/08/1971,Bachelors,06/07/2023,York
11386,Jaclyn Cai,M,Female,30000,3,3,0,Clerical,02/11/2023,02/11/1971,Bachelors,02/11/2023,Darmstadt
11387,Megan Ramirez,S,Female,40000,3,3,0,Clerical,26/07/2021,29/11/1964,Graduate Degree,26/07/2021,Gateshead
11388,Joseph Martin,M,Male,40000,3,3,0,Clerical,03/07/2021,20/01/1965,Graduate Degree,03/07/2021,York
11389,Karl Shan,S,Male,10000,1,1,1,Manual,17/11/2023,20/04/1981,High School,17/11/2023,Duesseldorf
11390,Christine Raji,S,Female,10000,1,1,1,Manual,07/11/2023,17/04/1976,High School,07/11/2023,Saint Germain en Laye
11391,Lindsay Xie,S,Female,10000,2,2,1,Manual,26/10/2023,25/06/1976,High School,26/10/2023,Salzgitter
11392,Willie Zhao,S,Male,10000,2,2,1,Manual,29/03/2023,03/02/1981,High School,29/03/2023,Frankfurt
11393,Kurt Pal,S,Male,10000,2,2,1,Manual,16/07/2023,17/07/1974,High School,16/07/2023,Saint Ouen
11394,George McDonald,S,Male,10000,2,2,1,Manual,04/07/2021,22/04/1975,High School,04/07/2021,Milton Keynes
11395,Beth Gutierrez,S,Female,30000,0,0,0,Clerical,14/11/2021,16/04/1976,Bachelors,14/11/2021,Frankfurt
11396,Ian Lopez,M,Male,10000,2,2,1,Manual,26/10/2023,04/04/1975,High School,26/10/2023,Saarlouis
11397,Latoya Shan,S,Female,20000,0,0,0,Manual,07/07/2023,02/12/1974,Partial College,07/07/2023,Paris
11398,Colin Nath,S,Male,30000,0,0,0,Clerical,03/07/2021,09/03/1975,Bachelors,03/07/2021,Newcastle upon Tyne
11399,Brenda Mehta,S,Female,30000,1,1,0,Clerical,13/04/2023,01/02/1975,Bachelors,13/04/2023,Paris
11400,Franklin Raji,S,Male,40000,0,0,0,Clerical,15/07/2021,15/04/1980,Graduate Degree,15/07/2021,London
11401,Linda Navarro,M,Female,40000,0,0,0,Clerical,28/10/2022,23/02/1975,Graduate Degree,28/10/2022,Paris
11402,Kelli Cai,M,Female,40000,0,0,0,Clerical,07/11/2022,20/05/1975,Graduate Degree,07/11/2022,Orleans
11403,Nancy Schmidt,S,Female,40000,0,0,0,Clerical,28/10/2022,06/01/1980,Graduate Degree,28/10/2022,Saint Ouen
11404,Megan Taylor,S,Female,10000,3,3,0,Manual,10/02/2023,30/06/1957,Partial College,10/02/2023,Kassel
11405,Bonnie Goel,S,Female,10000,3,3,0,Manual,31/03/2023,16/08/1957,Partial College,31/03/2023,Bonn
11406,Latoya Xu,M,Female,20000,2,2,0,Manual,04/11/2022,31/12/1957,Partial College,04/11/2022,Paris
11407,Mario She,M,Male,20000,2,2,0,Manual,23/06/2023,30/09/1957,Partial College,23/06/2023,Münster
11408,Darren Gill,M,Male,10000,2,2,1,Manual,05/03/2023,10/05/1964,High School,05/03/2023,London
11409,Jacqueline Hayes,S,Female,10000,2,2,1,Manual,17/11/2022,02/03/1979,High School,17/11/2022,Saint Germain en Laye
11410,Maurice Goel,M,Male,20000,1,1,1,Manual,13/11/2022,22/02/1974,Partial College,13/11/2022,Paris
